Shock_Country,Aluminium ores and concentrates,Copper ores and concentrates,"Lead, zinc and tin ores and concentrates",Nickel ores and concentrates,Other non-ferrous metal ores and concentrates,Precious metal ores and concentrates,Aluminium and aluminium products,Basic iron and steel and of ferro-alloys and first products thereof,Copper products,"Lead, zinc and tin and products thereof",Other non-ferrous metal products,Precious metals,Electrical machinery and apparatus n.e.c. (31),"Fabricated metal products, except machinery and equipment (28)",Machinery and equipment n.e.c. (29)
MX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.006,0.005,0.001
US,0.0,0.003,0.0,,0.0,0.008,0.034,0.015,0.003,0.001,0.001,0.002,0.013,0.139,0.032
WL,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.002,0.005,0.0,0.0,0.0,0.002,0.006,0.001
CN,0.017,0.065,0.011,0.059,0.325,0.036,0.136,0.511,0.789,0.726,0.154,0.479,0.746,0.393,0.839
ID,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.005,0.0
IN,0.0,0.0,0.0,,0.0,0.0,0.004,0.145,0.01,0.003,0.0,0.007,0.004,0.044,0.016
JP,,,,,0.0,0.0,0.053,0.042,0.038,0.01,0.01,0.007,0.012,0.065,0.034
KR,,0.0,0.0,0.0,0.0,0.0,0.017,0.016,0.015,0.067,0.005,0.008,0.019,0.023,0.002
TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.0,0.001,0.0
TW,0.0,0.0,0.0,,0.0,0.0,0.0,0.002,0.001,0.0,0.005,0.001,0.006,0.01,0.001
WA,0.008,0.018,0.004,0.025,0.008,0.005,0.018,0.043,0.017,0.015,0.008,0.042,0.042,0.085,0.012
WM,0.0,0.003,0.001,0.001,0.001,0.004,0.027,0.015,0.001,0.0,0.001,0.001,0.021,0.092,0.015
WF,0.001,0.0,0.001,0.0,0.002,0.0,0.002,0.002,0.0,0.0,0.001,0.0,0.002,0.009,0.001
ZA,,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0
AU,0.972,0.907,0.982,0.91,0.658,0.945,0.671,0.177,0.116,0.161,0.801,0.441,0.108,0.08,0.032
